1,0.0,25181.149234663506,2747.4756323137,59242.14367093538,-52283.395008401574,0.0,0.0,0.0
2,0.0,25129.445442804696,2896.088998918242,59730.55052200489,-52631.396603581525,0.0,0.0,0.0
3,0.0,24092.129975826076,3088.327317921791,59964.80700141564,-51792.44368811775,0.0,0.0,0.0
4,0.0,22956.45448480985,3261.737747849014,60073.14826047588,-50729.145565046514,0.0,0.0,0.0
5,0.0,21990.006381383257,3442.67295877805,60182.87185303779,-49841.40596150194,0.0,0.0,0.0
6,0.0,21457.85682480741,3505.497583608748,60337.47364450082,-49313.3085226898,0.0,0.0,0.0
7,0.0,21306.178132086938,3516.106885121244,60552.01312289693,-49171.55524155291,0.0,0.0,0.0
8,0.0,21240.64424967458,3531.0788554243018,60790.685557607525,-49138.09931357607,0.0,0.0,0.0
9,0.0,21498.819390795983,3472.167809763499,61015.66526283902,-49341.32025238253,0.0,0.0,0.0
10,0.0,21849.154374061807,3411.557549326566,61280.461233910704,-49679.667493373665,0.0,0.0,0.0
11,0.0,22023.89424487001,3367.196302191013,61496.91083703628,-49807.117830518255,0.0,0.0,0.0
12,0.0,22235.41814930891,3318.7973390738107,61697.38667569996,-49954.5375824302,0.0,0.0,0.0
13,0.0,22412.472138286204,3258.3967415228017,61890.11627444391,-50062.745707901864,0.0,0.0,0.0
14,0.0,22329.89775151338,3230.7524422138445,62053.97679583362,-49920.728204029896,0.0,0.0,0.0
15,0.0,22421.575067508005,3140.665456266992,62191.96806895425,-49870.963686206254,0.0,0.0,0.0
16,0.0,22802.77337588975,3090.160601512146,62334.653162695875,-50153.97833800739,0.0,0.0,0.0
17,0.0,23033.914735216982,3027.9731306961567,62463.13984427016,-50248.595841190014,0.0,0.0,0.0
18,0.0,23420.04574071531,2930.737197615744,62599.06606046044,-50480.48264463562,0.0,0.0,0.0
19,0.0,23679.243458528734,2830.8237475727055,62746.762958933825,-50590.344270722715,0.0,0.0,0.0
20,0.0,23906.618329299276,2752.3478058440473,62907.255403288276,-50693.30642280717,0.0,0.0,0.0
21,0.0,24256.962858178522,2649.681482811771,63080.18033817305,-50909.514449356844,0.0,0.0,0.0
22,0.0,24406.137756105614,2583.5484405533366,63400.13050157269,-51101.96915615195,0.0,0.0,0.0
23,0.0,24913.435822401905,2428.4038476343435,63487.46775195085,-51342.481029471535,0.0,0.0,0.0
24,0.0,25188.08537588762,2463.604542853022,63457.895277113814,-51423.41352073196,0.0,0.0,0.0
25,0.0,25185.17032601935,2453.8476107138076,63355.19438443951,-51115.91473959124,0.0,0.0,0.0
26,0.0,24938.7322445908,2526.5075552985572,63295.10002489806,-50704.7224597134,0.0,0.0,0.0
27,0.0,24901.79970098352,2563.2496106240055,63296.46643318365,-50523.575838860044,0.0,0.0,0.0
28,0.0,24860.024252497547,2661.184388551292,63382.81561045936,-50477.528104059464,0.0,0.0,0.0
29,0.0,24821.007020506626,2712.5540693823555,63509.85485524316,-50427.116520558295,0.0,0.0,0.0
30,0.0,24776.88012397888,2812.8899928759174,63747.81884881588,-50525.025086809925,0.0,0.0,0.0
31,0.0,24838.3319275616,2887.343006702372,63987.10419538086,-50711.49318076267,0.0,0.0,0.0
32,0.0,25174.757374521483,2962.9305930422956,64320.464275802246,-51275.827020614895,0.0,0.0,0.0
33,0.0,25096.116071950917,3032.79259171624,64686.68165646716,-51416.814735166496,0.0,0.0,0.0
34,0.0,25075.672490359764,3069.3795466929423,65087.40289054758,-51629.93521708837,0.0,0.0,0.0
35,0.0,25315.795067606672,3134.396752914937,65503.56308280258,-51902.75708636225,0.0,0.0,0.0
36,0.0,25087.3150917322,3154.0532356872063,65879.17765351941,-51903.84249465907,0.0,0.0,0.0
37,0.0,25324.396087567104,3216.551074192039,66304.16161362577,-52412.91279397469,0.0,0.0,0.0
38,0.0,25270.842695351253,3158.764810793448,66845.39205314848,-52654.733065379485,0.0,0.0,0.0
39,0.0,25288.27488041319,3126.67228939326,67455.30121740354,-53044.25490431366,0.0,0.0,0.0
40,0.0,25180.415219478728,3136.936887452813,68011.50784212345,-53279.33214379452,0.0,0.0,0.0
41,0.0,25348.461133020675,3165.867991351968,68692.97659489528,-53934.24217816021,0.0,0.0,0.0
42,0.0,25298.441418024042,3194.2636330079367,69511.69007406963,-54207.68585447192,0.0,0.0,0.0
43,0.0,25831.888289124723,3252.699907715229,70034.49489223323,-55114.97010850588,0.0,0.0,0.0
44,0.0,25641.72634890501,3236.7197986134515,70506.24579111574,-55215.3692486282,0.0,0.0,0.0
